City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
363,ayas,40.0193,32.3322,30.03,32,87,6.39,TR,1720617484
364,dosso,13.049,3.1937,35.72,37,9,4.05,NE,1720617484
365,yeppoon,-23.1333,150.7333,17.92,88,0,2.66,AU,1720617485
366,namsos,64.4662,11.4957,23.03,40,75,4.63,NO,1720617485
367,boende,-0.2167,20.8667,34.27,36,67,2.53,CD,1720617485
368,birao,10.2849,22.7882,28.24,67,96,2.42,CF,1720617485
369,san jeronimo de juarez,17.1333,-100.4667,24.3,94,100,1.87,MX,1720617485
370,new norfolk,-42.7826,147.0587,10.72,98,70,0.86,AU,1720617486
371,kogalym,62.2654,74.4791,23.42,36,16,5.97,RU,1720617486
372,motygino,58.1831,94.7592,19.4,67,100,1.3,RU,1720617486
373,atakpame,7.5333,1.1333,28.3,69,100,0.61,TG,1720617486
374,pisco,-13.7,-76.2167,15.03,94,100,3.09,PE,1720617486
375,mantua,45.1667,10.7833,34.64,55,6,1.69,IT,1720617486
376,jiuquan,39.7432,98.5174,22.83,47,100,8.88,CN,1720617487
377,hithadhoo,-0.6,73.0833,29.01,72,6,3.58,MV,1720617487
378,santa elena de uairen,4.6167,-61.1333,20.74,81,96,0.55,VE,1720617487
379,howrah,22.5892,88.3103,32.0,74,40,6.69,IN,1720617487
380,nybro,56.7446,15.9071,23.47,74,100,4.2,SE,1720617488
381,flying fish cove,-10.4217,105.6791,25.82,88,100,6.69,CX,1720617488
382,nizhnesortymskiy,62.4397,71.7603,25.75,34,0,4.51,RU,1720617488
383,la passe,45.5549,-0.8967,25.13,70,77,3.82,FR,1720617488
384,chonchi,-42.6128,-73.8092,7.29,96,100,1.7,CL,1720617488
385,turi,40.9173,17.0212,29.63,35,0,5.56,IT,1720617488
386,tingi,-11.3,35.0333,22.38,28,4,2.25,TZ,1720617488
387,ambovombe,-25.1667,46.0833,22.31,69,0,5.5,MG,1720617489
388,tanjungtiram,4.0613,98.3699,25.17,91,100,1.13,ID,1720617489
389,singkil,-7.9855,111.4161,23.45,89,100,2.83,ID,1720617489
390,marsh harbour,26.5412,-77.0636,28.88,67,39,3.13,BS,1720617219
391,pangody,65.85,74.4859,23.66,36,5,4.1,RU,1720617489
392,novyy urengoy,66.0833,76.6333,22.74,43,100,4.47,RU,1720617490
393,mitsamiouli,-11.3847,43.2844,25.82,68,84,3.45,KM,1720617490
394,kayangel,8.0823,134.7173,28.2,78,99,3.19,PW,1720617490
395,minas de marcona,-15.2119,-75.1103,10.05,85,54,5.74,PE,1720617491
396,nicoya,10.1483,-85.452,25.04,93,100,1.14,CR,1720617491
397,kaitong,44.8135,123.15,25.61,61,100,4.33,CN,1720617491
398,lorengau,-2.0226,147.2712,27.88,83,100,4.06,PG,1720617491
399,chernyshevskiy,63.0128,112.4714,22.18,56,8,4.51,RU,1720617491
400,kombissiri,12.0656,-1.3375,31.99,43,37,2.4,BF,1720617492
401,lewistown,40.5992,-77.5714,28.41,98,100,1.34,US,1720617357
402,es senia,35.6478,-0.624,36.11,33,0,5.14,DZ,1720617492
403,kitakata,37.65,139.8667,21.18,99,100,0.72,JP,1720617492
404,moose jaw,50.4001,-105.5344,15.15,94,100,1.54,CA,1720617492
405,cill airne,52.05,-9.5167,17.03,67,40,5.14,IE,1720617492
406,orhaneli,39.9033,28.9906,33.28,31,35,5.91,TR,1720617492
407,tura,25.5198,90.2201,25.02,97,61,2.14,IN,1720617245
408,kerikeri,-35.2268,173.9474,10.51,89,10,0.89,NZ,1720617493
409,timaru,-44.4,171.25,5.6,87,0,2.43,NZ,1720617493
410,ostersund,63.1792,14.6357,18.67,61,100,4.12,SE,1720617493
411,uturoa,-16.7333,-151.4333,24.9,81,100,2.94,PF,1720617493
412,krasnogorskiy,54.6025,61.231,25.29,57,100,2.35,RU,1720617494
413,grand forks,47.9417,-97.4337,19.84,86,0,3.09,US,1720617109
414,mbandaka,0.0487,18.2603,28.84,56,89,0.27,CD,1720617494
415,juquia,-24.3208,-47.6347,14.06,98,99,0.75,BR,1720617494
416,zemio,5.0314,25.1361,24.7,85,97,1.07,CF,1720617494
417,hsinchu,24.8036,120.9686,29.92,82,93,0.45,TW,1720617494
418,saldanha,-33.0117,17.9442,14.74,89,97,11.33,ZA,1720617494
419,forest,37.3638,-79.2897,28.38,87,100,5.14,US,1720617494
420,tafresh,34.692,50.013,32.01,15,2,2.35,IR,1720617487
421,dhuusamarreeb,5.535,46.3861,31.41,45,100,10.83,SO,1720617495
422,timbuktu,16.7735,-3.0074,37.95,30,81,3.08,ML,1720617495
423,el affroun,36.4701,2.6253,32.28,48,3,3.88,DZ,1720617495
424,rehoboth,-23.3167,17.0833,25.33,6,0,7.11,,1720617495
425,kasane,-17.8167,25.15,28.69,6,0,2.1,BW,1720617495
426,road town,18.4167,-64.6167,27.02,83,20,3.09,VG,1720617215
427,puerto gaitan,4.3133,-72.0816,24.75,88,100,1.29,CO,1720617496
428,umm kaddadah,13.6017,26.6876,34.33,35,54,2.71,SD,1720617496
429,peniche,39.3558,-9.3811,24.14,88,52,3.1,PT,1720617350
430,eau claire,44.8114,-91.4985,22.21,85,20,2.06,US,1720617272
431,ancud,-41.8697,-73.8203,5.75,91,100,1.05,CL,1720617273
432,pudozh,61.8099,36.5345,22.4,43,2,3.74,RU,1720617497
433,wooster,40.8051,-81.9351,24.75,92,100,1.34,US,1720617456
434,grand falls-windsor,48.9332,-55.6649,24.52,63,98,6.18,CA,1720617471
435,bu'aale,1.0833,42.5833,30.71,46,100,5.79,SO,1720617497
436,souillac,-20.5167,57.5167,23.21,68,75,3.6,MU,1720617497
437,garissa,-0.4536,39.6401,30.53,46,100,8.83,KE,1720617498
438,el eulma,36.1528,5.6902,37.34,18,1,6.07,DZ,1720617498
439,lishui,28.4604,119.9103,27.41,79,84,0.93,CN,1720617498
440,cabedelo,-6.9811,-34.8339,27.37,77,100,6.97,BR,1720617498
441,bayeux,-7.125,-34.9322,27.35,74,75,6.69,BR,1720617498
442,nebraska city,40.6767,-95.8592,22.2,84,0,2.57,US,1720617498
443,corowa,-36.0333,146.3833,8.56,95,100,2.11,AU,1720617499
444,melfi,40.9965,15.6514,34.31,21,0,4.21,IT,1720617499
445,novaya igirma,57.1334,103.9112,24.02,67,71,3.83,RU,1720617499
446,meadow lake,34.8014,-106.5436,20.83,63,0,1.22,US,1720617499
447,mancio lima,-7.6142,-72.8958,23.04,94,100,2.57,BR,1720617499
448,quebo,11.3333,-14.9333,29.79,71,100,2.19,GW,1720617492
449,darovskoy,58.77,47.9564,25.04,38,100,4.09,RU,1720617500
450,shimoda,34.6667,138.95,26.17,94,100,7.64,JP,1720617500
451,bushehr,28.9684,50.8385,38.05,47,0,8.23,IR,1720617500
452,rosario do sul,-30.2583,-54.9142,7.5,81,6,3.49,BR,1720617208
453,syriam,16.7722,96.2378,28.06,94,100,1.54,MM,1720617500
454,bridgewater,44.3835,-64.5155,23.39,89,100,3.6,CA,1720617501
455,greymouth,-42.4667,171.2,4.59,93,18,2.19,NZ,1720617501
456,caraballeda,10.6112,-66.8522,31.59,71,40,1.54,VE,1720617501
457,egersund,58.4513,5.9997,16.72,93,100,7.28,NO,1720617251
458,antsiranana,-12.2787,49.2917,27.42,54,75,8.23,MG,1720617501
459,tazacorte,28.629,-17.9293,25.54,79,20,4.63,ES,1720617502
460,al hazm,16.1641,44.7769,40.1,10,68,6.49,YE,1720617502
461,thabazimbi,-24.5917,27.4116,23.52,6,0,1.52,ZA,1720617502
462,murghob,38.1702,73.9667,16.84,14,54,5.72,TJ,1720617502
463,qamdo,31.1667,97.2333,16.71,56,100,0.17,CN,1720617502
464,kayyerkan,69.3786,87.7439,18.98,62,47,4.84,RU,1720617502
465,miguel ahumada,30.6167,-106.5167,25.91,50,2,4.28,MX,1720617502
466,portland,45.5234,-122.6762,19.96,59,40,2.06,US,1720617019
467,fort st. john,56.2499,-120.8529,16.94,67,20,2.06,CA,1720617484
468,susuman,62.7833,148.1667,11.96,62,0,1.42,RU,1720617503
469,ottawa,45.4112,-75.6981,21.99,94,100,0.66,CA,1720617023
470,labrador city,52.9463,-66.9114,16.95,59,75,2.57,CA,1720617503
471,saint-pierre,-21.3393,55.4781,21.82,68,0,8.75,RE,1720617503
472,koryazhma,61.3143,47.1691,22.25,46,70,5.21,RU,1720617503
473,great falls,47.5002,-111.3008,20.23,68,0,0.0,US,1720617144
474,ponta delgada,37.7333,-25.6667,23.4,78,20,9.26,PT,1720617504
475,hasaki,35.7333,140.8333,28.22,83,98,10.93,JP,1720617504
476,mazatlan,23.2167,-106.4167,28.28,75,75,0.0,MX,1720617281
477,poljcane,46.3119,15.5792,34.77,55,3,1.91,SI,1720617504
478,broken hill,-31.95,141.4333,10.21,70,100,5.16,AU,1720617504
479,quiberon,47.4841,-3.1196,21.17,89,97,5.83,FR,1720617504
480,champerico,14.3,-91.9167,24.3,82,73,3.01,GT,1720617504
481,breves,-1.6822,-50.4803,29.67,63,6,1.83,BR,1720617505
482,pavlogradka,54.2024,73.5592,24.46,61,74,3.59,RU,1720617505
483,santa cruz,-17.8,-63.1667,11.03,76,100,5.14,BO,1720617261
484,folkston,30.8305,-82.0098,29.32,83,100,0.89,US,1720617505
485,rundu,-17.9333,19.7667,27.57,5,0,2.85,,1720617505
486,simaria,24.8,81.15,36.0,42,100,2.33,IN,1720617505
487,sinabang,2.4803,96.3801,25.94,83,98,1.01,ID,1720617493
488,guarapari,-20.6667,-40.4975,27.16,60,0,1.14,BR,1720617415
489,novobureyskiy,49.798,129.8774,19.29,49,90,5.83,RU,1720617506
490,yashan,22.1975,109.9419,27.12,87,18,2.61,CN,1720617506
491,ghanzi,-21.5667,21.7833,25.17,5,0,2.99,BW,1720617506
492,mount pleasant,32.7941,-79.8626,28.08,94,100,2.24,US,1720617506
493,richards bay,-28.783,32.0377,24.43,26,0,3.51,ZA,1720617506
494,xiva,41.3783,60.3639,35.99,13,0,4.95,UZ,1720617506
495,navojoa,27.1,-109.4333,28.95,65,2,2.79,MX,1720617507
496,kahriz,34.3838,47.0553,38.04,4,20,5.14,IR,1720617507
497,khandyga,62.6667,135.6,14.8,87,95,2.26,RU,1720617507
498,tshikapa,-6.4167,20.8,37.24,9,47,2.45,CD,1720617507
499,beau vallon,-20.4189,57.6953,23.13,68,75,3.6,MU,1720617444
500,ntoum,0.3833,9.7833,28.71,58,100,2.66,GA,1720617432
501,awjilah,29.1081,21.2869,39.14,16,0,6.65,LY,1720617508
502,lata,40.1629,-8.3327,28.05,52,0,3.45,PT,1720617508
503,hualien city,23.9769,121.6044,27.88,89,98,1.98,TW,1720617508
504,weno,7.4515,151.8468,27.97,89,100,3.6,FM,1720617508
505,tobelo,1.7284,128.0095,26.78,79,100,1.08,ID,1720617493
506,alto araguaia,-17.3147,-53.2153,21.93,52,1,1.88,BR,1720617508
507,vordingborg,55.008,11.9106,23.9,90,100,4.45,DK,1720617509
508,mattoon,39.4831,-88.3728,21.41,83,0,6.17,US,1720617509
509,selfoss,63.9331,-20.9971,12.25,93,100,5.28,IS,1720617509
510,waingapu,-9.6567,120.2641,23.76,85,100,4.1,ID,1720617509
511,tank,32.2217,70.3793,43.07,22,0,3.54,PK,1720617509
512,happy valley-goose bay,53.3168,-60.3315,18.17,82,75,3.09,CA,1720617509
513,sirohi,24.8833,72.8667,32.38,61,97,4.19,IN,1720617509
514,jinchang,38.4953,102.1739,27.7,31,100,5.47,CN,1720617510
515,edeia,-17.3383,-49.9314,24.18,54,6,2.04,BR,1720617510
516,freeport,40.6576,-73.5832,28.34,92,100,4.63,US,1720617492
517,kidal,18.4411,1.4078,40.19,11,0,1.39,ML,1720617510
518,gaspe,48.8334,-64.4819,24.12,64,40,5.14,CA,1720617482
519,callao,-12.0667,-77.15,16.9,82,100,1.54,PE,1720617510
520,caconda,-13.7333,15.0667,27.64,6,0,2.31,AO,1720617510
521,santo antonio da platina,-23.295,-50.0772,14.19,93,90,2.44,BR,1720617511
522,chandler,33.3062,-111.8412,33.16,31,0,3.6,US,1720617123
523,cerkes,40.8116,32.8936,21.6,68,53,3.44,TR,1720617511
524,mastung,29.7994,66.845,35.04,17,13,3.47,PK,1720617511
525,kushiro,42.975,144.3747,19.53,100,100,1.54,JP,1720617511
526,bokoro,12.3807,17.0568,28.25,60,100,5.16,TD,1720617512
527,broome,42.2506,-75.833,27.61,87,0,3.6,US,1720617512
528,usogorsk,63.4106,48.6872,19.42,68,0,4.45,RU,1720617512
529,bata,1.8639,9.7658,26.6,75,100,5.66,GQ,1720617513
530,langfang,39.5097,116.6947,29.54,38,6,3.03,CN,1720617513
531,tosontsengel,48.7567,98.2839,15.07,78,100,0.51,MN,1720617513
532,pacasmayo,-7.4006,-79.5714,17.65,82,74,5.3,PE,1720617513
533,monrovia,6.3005,-10.7969,26.87,82,100,6.05,LR,1720617514
534,lexington,37.9887,-84.4777,21.0,85,100,7.2,US,1720617228
535,midelt,32.6852,-4.7451,37.29,6,0,8.71,MA,1720617514
536,palikir - national government center,6.9248,158.1611,26.41,94,100,2.57,FM,1720617514
537,darwin,-12.4611,130.8418,24.99,81,0,2.06,AU,1720617514
538,mgandu,-5.95,34.1333,27.32,19,52,4.18,TZ,1720617514
539,piedras negras,28.7,-100.5167,24.59,90,2,1.74,MX,1720617515
540,nadym,65.5333,72.5167,23.21,39,4,4.4,RU,1720617515
541,mil'kovo,55.6078,37.7956,26.73,42,40,3.9,RU,1720617515
542,akure,7.2526,5.1931,26.52,80,100,2.16,NG,1720617241
543,noosa heads,-26.3833,153.15,17.41,84,0,3.66,AU,1720617516
544,port macquarie,-31.4333,152.9167,9.94,97,0,0.45,AU,1720617516
545,chifeng,42.2683,118.9636,25.0,32,53,2.7,CN,1720617516
546,zambezi,-13.5432,23.1047,30.6,7,9,3.24,ZM,1720617516
547,medicine hat,50.0501,-110.6683,19.91,65,0,1.03,CA,1720617300
548,gulf shores,30.246,-87.7008,27.26,83,75,3.13,US,1720617516
549,jalalpur pirwala,29.5069,71.2192,44.85,19,29,3.45,PK,1720617516
550,ulladulla,-35.35,150.4667,10.2,84,5,2.76,AU,1720617516
551,chubek,37.6137,69.7061,38.04,15,0,2.39,TJ,1720617517
552,porto-novo,6.4965,2.6036,27.9,68,75,5.63,BJ,1720617517
553,bomdila,27.25,92.4,11.94,99,100,1.0,IN,1720617517
554,cascais,38.6979,-9.4215,27.64,70,20,4.63,PT,1720617518
555,cooper's town,26.8667,-77.5167,28.11,72,71,4.71,BS,1720617518
556,barguzin,53.6167,109.6167,20.32,83,100,0.25,RU,1720617518
557,duong dong,10.2167,103.9667,27.0,94,40,4.12,VN,1720617518
558,neyriz,29.1988,54.3278,37.0,14,95,2.24,IR,1720617518
559,kievka,50.2619,71.5514,23.91,42,25,3.33,KZ,1720617518
560,roma,43.2128,-75.4557,26.17,79,40,4.12,US,1720617518
561,krasnyy chikoy,50.3643,108.7512,20.64,77,27,0.7,RU,1720617518
562,puerto baquerizo moreno,-0.9,-89.6,20.36,90,8,4.42,EC,1720617268
563,peace river,56.2501,-117.286,20.92,65,40,2.06,CA,1720617519
564,micheweni,-4.9667,39.8333,27.43,65,100,6.93,TZ,1720617519
565,arroyo,41.6096,-4.7969,29.02,47,40,3.6,ES,1720617519
566,bujalance,37.8956,-4.3807,34.57,19,0,1.2,ES,1720617519
567,south gastonia,35.2193,-81.2056,28.58,78,0,3.09,US,1720617520
568,carrigaline,51.8117,-8.3986,19.86,48,75,8.75,IE,1720617520
569,tamanrasset,22.785,5.5228,35.95,7,0,7.2,DZ,1720617520
570,fuding,27.3273,120.214,26.88,88,100,0.48,CN,1720617520
571,port alfred,-33.5906,26.891,21.56,46,98,7.7,ZA,1720617464
572,south venice,27.0531,-82.4243,30.59,91,0,0.45,US,1720617520
573,dalbandin,28.8947,64.4101,42.61,8,84,3.6,PK,1720617520
574,dongargarh,21.2,80.7333,29.99,72,100,2.74,IN,1720617520
575,tibanbang,6.6315,126.1055,27.99,75,100,1.14,PH,1720617521
576,kharp,66.8014,65.8081,27.65,39,33,2.73,RU,1720617521
577,koungheul,13.9833,-14.8,32.38,55,100,5.56,SN,1720617522
578,connell,46.6635,-118.8611,23.91,23,3,1.14,US,1720617522
579,east ballina,-28.8667,153.5833,16.64,84,28,2.86,AU,1720617522
580,sur,22.5667,59.5289,32.98,58,64,6.5,OM,1720617243
581,relizane,35.7373,0.556,36.46,25,0,1.88,DZ,1720617523
582,salgotarjan,48.0987,19.803,34.03,34,3,2.48,HU,1720617349
583,sydney,-33.8679,151.2073,12.61,78,7,3.09,AU,1720617176
584,la ronge,55.1001,-105.2842,22.14,68,0,3.09,CA,1720617524
585,williams lake,52.1415,-122.1445,17.76,67,20,2.06,CA,1720617405
